"","accuracy","auc","precision","recall","f1","V1"
"1","0.971428571428572","0.942121212121212","0.975","0.990909090909091","1","1-1"
"2","1","1","1","1","1","1-2"
"3","1","1","1","1","1","1-3"
"4","0.978571428571429","0.960714285714286","0.982575757575758","0.99","1","1-4"
"5","0.985714285714286","0.991666666666667","1","0.983333333333333","1","1-5"
"6","0.978571428571429","0.956388888888889","0.972142857142857","1","1","1-6"
"7","1","1","1","1","1","1-7"
"8","0.992857142857143","0.985714285714286","0.990909090909091","1","1","1-8"
"9","1","1","1","1","1","2-1"
"10","1","1","1","1","1","2-2"
"11","0.992857142857143","0.98","0.991666666666667","1","1","2-3"
"12","1","1","1","1","1","2-4"
"13","0.992857142857143","0.990909090909091","0.988888888888889","1","1","2-5"
"14","1","1","1","1","1","2-6"
"15","0.992857142857143","0.985714285714286","0.990909090909091","1","1","2-7"
"16","0.992857142857143","0.9875","0.990476190476191","1","1","2-8"
"17","0.992857142857143","0.985714285714286","0.990909090909091","1","1","3-1"
"18","1","1","1","1","1","3-2"
"19","0.978571428571429","0.963333333333333","0.971304347826087","1","1","3-3"
"20","1","1","1","1","1","3-4"
"21","1","1","1","1","1","3-5"
"22","1","1","1","1","1","3-6"
"23","1","1","1","1","1","3-7"
"24","0.992857142857143","0.983333333333333","0.991304347826087","1","1","3-8"
"25","0.985714285714286","0.970833333333333","0.981780538302277","1","1","4-1"
"26","0.985714285714286","0.958333333333333","0.983304347826087","1","1","4-2"
"27","0.978571428571429","0.954761904761905","0.973913043478261","1","1","4-3"
"28","0.992857142857143","0.98","0.991666666666667","1","1","4-4"
"29","0.985714285714286","0.966666666666667","0.983333333333333","1","1","4-5"
"30","1","1","1","1","1","4-6"
"31","1","1","1","1","1","4-7"
"32","1","1","1","1","1","4-8"
"33","0.957142857142857","0.9","0.957142857142857","1","0.933333333333333","5-1"
"34","1","1","1","1","1","5-2"
"35","0.992857142857143","0.983333333333333","0.991304347826087","1","1","5-3"
"36","1","1","1","1","1","5-4"
"37","0.992857142857143","0.983333333333333","0.991304347826087","1","1","5-5"
"38","0.992857142857143","0.988888888888889","0.99","1","1","5-6"
"39","1","1","1","1","1","5-7"
"40","1","1","1","1","1","5-8"
"41","0.978571428571429","0.967261904761905","0.982608695652174","0.991666666666667","1","6-1"
"42","1","1","1","1","1","6-2"
"43","1","1","1","1","1","6-3"
"44","0.992857142857143","0.985714285714286","0.990909090909091","1","1","6-4"
"45","0.992857142857143","0.985714285714286","0.990909090909091","1","1","6-5"
"46","1","1","1","1","1","6-6"
"47","1","1","1","1","1","6-7"
"48","0.992857142857143","0.966666666666667","0.992307692307692","1","1","6-8"
"49","0.992857142857143","0.983333333333333","0.991304347826087","1","1","7-1"
"50","0.992857142857143","0.975","0.992","1","1","7-2"
"51","0.978571428571428","0.957142857142857","0.975","1","1","7-3"
"52","1","1","1","1","1","7-4"
"53","1","1","1","1","1","7-5"
"54","0.985714285714286","0.978888888888889","0.979473684210526","1","1","7-6"
"55","0.992857142857143","0.966666666666667","0.992307692307692","1","1","7-7"
"56","0.992857142857143","0.983333333333333","0.991304347826087","1","1","7-8"
"57","0.992857142857143","0.98","0.991666666666667","1","1","8-1"
"58","0.985714285714286","0.976388888888889","0.980476190476191","1","1","8-2"
"59","1","1","1","1","1","8-3"
"60","1","1","1","1","1","8-4"
"61","0.985714285714286","0.966666666666667","0.983333333333333","1","1","8-5"
"62","0.985714285714286","0.975","0.981818181818182","1","1","8-6"
"63","0.978571428571429","0.941269841269841","0.973216783216783","1","1","8-7"
"64","0.985714285714286","0.96","0.984","1","1","8-8"
"65","0.992857142857143","0.9875","0.990476190476191","1","1","9-1"
"66","0.985714285714286","0.975","0.981818181818182","1","1","9-2"
"67","0.985714285714286","0.977777777777778","0.980952380952381","1","1","9-3"
"68","0.978571428571429","0.957777777777778","0.972619047619048","1","1","9-4"
"69","0.992857142857143","0.988888888888889","0.99","1","1","9-5"
"70","1","1","1","1","1","9-6"
"71","0.971428571428572","0.960515873015873","0.971428571428571","0.990476190476191","1","9-7"
"72","1","1","1","1","1","9-8"
"73","0.992857142857143","0.9875","0.990476190476191","1","1","10-1"
"74","0.992857142857143","0.983333333333333","0.991304347826087","1","1","10-2"
"75","1","1","1","1","1","10-3"
"76","1","1","1","1","1","10-4"
"77","1","1","1","1","1","10-5"
"78","0.978571428571429","0.958333333333333","0.973122529644269","1","1","10-6"
"79","0.992857142857143","0.985714285714286","0.990909090909091","1","1","10-7"
"80","0.985714285714286","0.983653846153846","0.990476190476191","0.992307692307692","1","10-8"
"81","0.964285714285714","0.954666666666667","0.983333333333333","0.976","1","11-1"
"82","1","1","1","1","1","11-2"
"83","0.985714285714286","0.970833333333333","0.992","0.991666666666667","1","11-3"
"84","1","1","1","1","1","11-4"
"85","1","1","1","1","1","11-5"
"86","1","1","1","1","1","11-6"
"87","0.992857142857143","0.995","1","0.99","1","11-7"
"88","0.985714285714286","0.984541062801932","0.99","0.991304347826087","1","11-8"
"89","0.992857142857143","0.98","0.991666666666667","1","1","12-1"
"90","0.992857142857143","0.988888888888889","0.99","1","1","12-2"
"91","0.985714285714286","0.970833333333333","0.981780538302277","1","1","12-3"
"92","0.992857142857143","0.985714285714286","0.990909090909091","1","1","12-4"
"93","0.978571428571428","0.957142857142857","0.975","1","1","12-5"
"94","0.992857142857143","0.983333333333333","0.991304347826087","1","1","12-6"
"95","0.992857142857143","0.990909090909091","0.988888888888889","1","1","12-7"
"96","0.985714285714286","0.96","0.984","1","1","12-8"
"97","1","1","1","1","1","13-1"
"98","0.992857142857143","0.983333333333333","0.991304347826087","1","1","13-2"
"99","1","1","1","1","1","13-3"
"100","0.992857142857143","0.995454545454545","1","0.990909090909091","1","13-4"
"101","0.985714285714286","0.981818181818182","0.978947368421053","1","1","13-5"
"102","0.985714285714286","0.975652173913043","0.991304347826087","0.991304347826087","1","13-6"
"103","0.978571428571428","0.95","0.976","1","1","13-7"
"104","1","1","1","1","1","13-8"
"105","0.957142857142857","0.9","0.957142857142857","1","0.933333333333333","14-1"
"106","0.992857142857143","0.995652173913044","1","0.991304347826087","1","14-2"
"107","0.985714285714286","0.975","0.981818181818182","1","1","14-3"
"108","0.985714285714286","0.977777777777778","0.980952380952381","1","1","14-4"
"109","0.985714285714286","0.966666666666667","0.983333333333333","1","1","14-5"
"110","0.985714285714286","0.980952380952381","0.990909090909091","0.990476190476191","1","14-6"
"111","0.992857142857143","0.975","0.992","1","1","14-7"
"112","0.985714285714286","0.966666666666667","0.983333333333333","1","1","14-8"
"113","0.992857142857143","0.988888888888889","0.99","1","1","15-1"
"114","1","1","1","1","1","15-2"
"115","1","1","1","1","1","15-3"
"116","1","1","1","1","1","15-4"
"117","1","1","1","1","1","15-5"
"118","1","1","1","1","1","15-6"
"119","0.978571428571429","0.950833333333333","0.973447204968944","1","1","15-7"
"120","0.957142857142857","0.904736842105263","0.95863768115942","0.989473684210526","1","15-8"
